gate,svd_dim,model,sensor,sensor_family,n_cal,alpha,order_statistic_rank,threshold,null_median,null_max,rule,batch_size,lattice_step_l1,minimum_net_confusion_count_units_to_exceed_threshold,minimum_observable_l1_strictly_above_threshold,interpretation
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999983,0.07031249999999531,0.2343749999999886,fire if value > threshold,128,0.015625,13,0.203125,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.109375,0.296875,fire if value > threshold,128,0.015625,17,0.265625,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3c_ood_wed_thu_webattacks,12,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999969,0.0624999999999995,0.2343749999999981,fire if value > threshold,128,0.015625,13,0.203125,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3d_ood_wed_fri_morning,8,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2187499999999983,0.0937499999999992,0.296875,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3d_ood_wed_fri_morning,8,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999969,0.0781249999999952,0.249999999999998,fire if value > threshold,128,0.015625,13,0.203125,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3d_ood_wed_fri_morning,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2187499999999922,0.0937499999999993,0.359375,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3d_ood_wed_fri_morning,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999969,0.0781249999999952,0.2187499999999984,fire if value > threshold,128,0.015625,13,0.203125,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3d_ood_wed_fri_morning,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.10937499999999001,0.328125,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate3d_ood_wed_fri_morning,12,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999969,0.0781249999999988,0.2187499999999984,fire if value > threshold,128,0.015625,13,0.203125,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,8,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.140625,0.328125,fire if value > threshold,128,0.015625,17,0.265625,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,8,qsvc_z_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.109375,0.25,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,8,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.125,0.296875,fire if value > threshold,128,0.015625,15,0.234375,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,8,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.265625,0.15625,0.328125,fire if value > threshold,128,0.015625,18,0.28125,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.28125,0.140625,0.34375,fire if value > threshold,128,0.015625,19,0.296875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,10,qsvc_z_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.109375,0.265625,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.1328124999999922,0.328125,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.125,0.296875,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.265624999999987,0.140625,0.328125,fire if value > threshold,128,0.015625,17,0.265625,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,12,qsvc_z_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.125,0.265625,fire if value > threshold,128,0.015625,15,0.234375,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.125,0.3125,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5a_id_unsw,12,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.125,0.3125,fire if value > threshold,128,0.015625,17,0.265625,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,8,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.109375,0.25,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,8,qsvc_z_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.109375,0.2968749999999902,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,8,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.265625,0.109375,0.3437499999999872,fire if value > threshold,128,0.015625,18,0.28125,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,8,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2187499999999858,0.09375,0.28125,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,10,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.109375,0.28125,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,10,qsvc_z_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.10937499999999181,0.296875,fire if value > threshold,128,0.015625,14,0.21875,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.109375,0.265625,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.109375,0.28125,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,12,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.109375,0.34375,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,12,qsvc_z_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.109375,0.3125,fire if value > threshold,128,0.015625,17,0.265625,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.109375,0.25,fire if value > threshold,128,0.015625,15,0.234375,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate5b_id_ton_iot,12,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.109375,0.28125,fire if value > threshold,128,0.015625,15,0.234375,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate6_ood_unsw,8,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.1171875,0.40625,fire if value > threshold,128,0.015625,17,0.265625,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate6_ood_unsw,8,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.125,0.40625,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate6_ood_unsw,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.109375,0.390625,fire if value > threshold,128,0.015625,17,0.265625,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate6_ood_unsw,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.1328125,0.4375,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate6_ood_unsw,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.109375,0.359375,fire if value > threshold,128,0.015625,16,0.25,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
gate6_ood_unsw,12,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.125,0.40625,fire if value > threshold,128,0.015625,15,0.234375,"exact 2/n L1 lattice implication for net confusion-cell count displacement; altered labels can cancel in aggregate; descriptive, not a statistical-power guarantee"
